SITECODE,DRNAREA_mi2
VANE9101_B,0.0274
VANE9101_B,0.0274
VANE9101_B,0.0274
VANE9101_B,0.0274
VANE9102_V,0.0444
VANE9102_V,0.0444
VANE9102_V,0.0444
VANE9102_V,0.0444
VANE9114_B,0.002
VANE9114_B,0.002
VANE9114_B,0.002
VANE9114_B,0.002
VANE9121_B,0.16
VANE9121_B,0.16
VANE9121_B,0.16
VANE9121_B,0.16
VANE9670_V,0.0368
VANE9670_V,0.0368
VANE9670_V,0.0368
VANE9670_V,0.0368
VANE9671_V,3.99
VANE9671_V,3.99
VANE9671_V,3.99
VANE9671_V,3.99
VTNE8649_V,0.0951
VTNE8649_V,0.0951
VTNE8873_V,0.67
VTNE8874_V,3.15
VTNE8874_V,3.15
VTNE8874_V,3.15
VTNE8874_V,3.15
VTNE8875_B,3.74
VTNE8875_B,3.74
VTNE8875_B,3.74
VTNE8875_B,3.74
VTNE8877_B,0.33
VTNE8877_B,0.33
VTNE8877_B,0.33
VTNE8877_B,0.33
VTNE9036_V,10.9
VTNE9036_V,10.9
VTNE9038_B,76.6
VTNE9038_B,76.6
VTNE9038_B,76.6
VTNE9038_B,76.6
VTNE9039_V,4.03
VTNE9039_V,4.03
VTNE9039_V,4.03
VTNE9039_V,4.03
VTNE9042_B,0.0205
VTNE9042_B,0.0205
VTNE9042_B,0.0205
VTNE9042_B,0.0205
WIUB11,11.8
WIUB11,11.8
WIUB11,11.8
WIUB11,11.8
WIUB11,11.8
WIUB11,11.8
WIUB12,2.55
WIUB12,2.55
WIUB12,2.55
WIUB12,2.55
WIUB12,2.55
WIUB12,2.55
WIUB128,4.42
WIUB128,4.42
WIUB128,4.42
WIUB128,4.42
WIUB128,4.42
WIUB128,4.42
WIUB129,0.55
WIUB129,0.55
WIUB129,0.55
WIUB129,0.55
WIUB129,0.55
WIUB129,0.55
WIUB130,5.03
WIUB130,5.03
WIUB130,5.03
WIUB130,5.03
WIUB130,5.03
WIUB130,5.03
WIUB137,0.28
WIUB137,0.28
WIUB137,0.28
WIUB137,0.28
WIUB137,0.28
WIUB137,0.28
WIUB138,0.2
WIUB138,0.2
WIUB138,0.2
WIUB138,0.2
WIUB138,0.2
WIUB138,0.2
WIUB14,29.4
WIUB14,29.4
WIUB14,29.4
WIUB14,29.4
WIUB14,29.4
WIUB14,29.4
WIUB15,2.82
WIUB15,2.82
WIUB15,2.82
WIUB15,2.82
WIUB15,2.82
WIUB15,2.82
WIUB18,123
WIUB18,123
WIUB18,123
WIUB18,123
WIUB18,123
WIUB18,123
WIUB19,0.3
WIUB19,0.3
WIUB19,0.3
WIUB19,0.3
WIUB19,0.3
WIUB19,0.3
WIUB20,0.8
WIUB20,0.8
WIUB20,0.8
WIUB20,0.8
WIUB20,0.8
WIUB20,0.8
WIUB21,0.13
WIUB21,0.13
WIUB21,0.13
WIUB21,0.13
WIUB22,3.35
WIUB22,3.35
WIUB22,3.35
WIUB22,3.35
WIUB22,3.35
WIUB22,3.35
WIUB3,27.6
WIUB3,27.6
WIUB3,27.6
WIUB3,27.6
WIUB3,27.6
WIUB3,27.6
WIUB32,49.6
WIUB32,49.6
WIUB32,49.6
WIUB32,49.6
WIUB32,49.6
WIUB32,49.6
WIUB33,10.1
WIUB33,10.1
WIUB33,10.1
WIUB33,10.1
WIUB33,10.1
WIUB33,10.1
WIUB34,1.88
WIUB34,1.88
WIUB34,1.88
WIUB34,1.88
WIUB34,1.88
WIUB34,1.88
WIUB35,0.68
WIUB35,0.68
WIUB35,0.68
WIUB35,0.68
WIUB35,0.68
WIUB35,0.68
WIUB36,1.66
WIUB36,1.66
WIUB36,1.66
WIUB36,1.66
WIUB36,1.66
WIUB36,1.66
WIUB37,0.23
WIUB37,0.23
WIUB37,0.23
WIUB37,0.23
WIUB37,0.23
WIUB37,0.23
WIUB38,6.44
WIUB38,6.44
WIUB38,6.44
WIUB38,6.44
WIUB38,6.44
WIUB38,6.44
WIUB39,0.37
WIUB39,0.37
WIUB39,0.37
WIUB39,0.37
WIUB39,0.37
WIUB39,0.37
WIUB40,0.87
WIUB40,0.87
WIUB40,0.87
WIUB40,0.87
WIUB40,0.87
WIUB40,0.87
WIUB42,2.19
WIUB42,2.19
WIUB42,2.19
WIUB42,2.19
WIUB42,2.19
WIUB42,2.19
WVNE8653_B,0.0569
WVNE8653_B,0.0569
WVNE8653_B,0.0569
WVNE8653_B,0.0569
WVNE8661_B,0.0519
WVNE8661_B,0.0519
WVNE8661_B,0.0519
WVNE8661_B,0.0519
WVNE8664_B,0.0586
WVNE8664_B,0.0586
WVNE8664_B,0.0586
WVNE8664_B,0.0586
WVNE9104_B,0.19
WVNE9104_B,0.19
WVNE9104_B,0.19
WVNE9104_B,0.19
WVNE9105_B,0.035
WVNE9105_B,0.035
WVNE9105_B,0.035
WVNE9105_B,0.035
WVNE9106_B,0.34
WVNE9106_B,0.34
WVNE9106_B,0.34
WVNE9106_B,0.34
WYAW0753,0.04
WYAW1472,0.02
WYAW1474,0.02
WYAW1476,20.14
WYCB47,0.02
WYCB47,0.02
WYCB47,0.02
WYCB47,0.02
WYCB47,0.02
WYCB47,0.02
WYCB48,5.26
WYCB48,5.26
WYCB48,5.26
WYCB48,5.26
WYCB48,5.26
WYCB48,5.26
WYCV2921,0.31
WYNB1,0.57
WYNB1,0.57
WYNB1,0.57
WYNB1,0.57
WYNB1,0.57
WYNB1,0.57
WYNB18,5.17
WYNB18,5.17
WYNB18,5.17
WYNB25,0.91
WYNB25,0.91
WYNB25,0.91
WYNB31,0.17
WYNB31,0.17
WYNB31,0.17
WYNB31,0.17
WYNB31,0.17
WYNB31,0.17
WYNB44,1.77
WYNB44,1.77
WYNB44,1.77
WYNB44,1.77
WYNB44,1.77
WYNB44,1.77
WYNB6,5.27
WYNB6,5.27
WYNB6,5.27
WYNB6,5.27
WYNB6,5.27
WYNB6,5.27
WYNB900,0.11
WYNB900,0.11
WYNB900,0.11
WYNV2883,0.03
WYNV2887,0.07
WYNV2922,0.03
WYNV634,0.08
WYNV646,0.08
WYNV667,0.15
WYWM0749,2.6
WYWM0749,2.6
WYWM0749,2.6
WYWM0749,2.6
WYWM0754,0.04
WYWM0754,0.04
WYWM0754,0.04
WYWM0754,0.04
WYWM0774,32.7
WYWM0774,32.7
WYWM0774,32.7
WYWM0774,32.7
WYWM1494,0.07
WYWM1495,0.02
WYWM1500,0.05
WYWM1500,0.05
WYWM1500,0.05
WYWM1500,0.05
WYWM1510,0.13
WYWM1510,0.13
WYWM1510,0.13
WYWM1510,0.13
WYWM1521,0.12
WYWM1521,0.12
WYWM1521,0.12
WYWM1521,0.12
WYWM1523,0.15
WYWM1523,0.15
WYWM1523,0.15
WYWM1523,0.15
WYWM1529,0.08
WYWM1530,0.36
WYWM1530,0.36
WYWM1530,0.36
WYWM1530,0.36
WYWM1531,0.09
WYWM1534,0.03
WYWM1534,0.03
WYWM1535,0.21
WYWM1535,0.21
WYWM1535,0.21
WYWM1535,0.21
WYWM1537,0.35
WYWM1537,0.35
WYWM1540,61.6
WYWM1540,61.6
WYWM1540,61.6
WYWM1540,61.6
WYWM1841,0.06
WYWM1913,0.05
WYWM1914,0.12
WYWM1915,0.03
WYWM1916,0.02
